run,run_label,split,fold,metric,n_rows,n_valid_pairs,n_valid_dates,mean_ic,median_ic,min_ic,max_ic
jo.select,select,oos,1,blend,46909,45811,751,0.0367379802446,0.0320311057542,-0.28198650982,0.377614980956
jo.select,select,oos,1,h6,46909,46177,757,0.0478777296908,0.051189846642,-0.33765203596,0.409254362771
jo.select,select,oos,1,h9,46909,45811,751,0.00952905380522,0.00962453728186,-0.343257535695,0.393283976732
jo.select,select,oos,2,blend,47676,46560,751,0.024406648114,0.0210111113002,-0.354347903051,0.401395456791
jo.select,select,oos,2,h6,47676,46932,757,0.0215274399847,0.0121300173768,-0.349340889668,0.476699568182
jo.select,select,oos,2,h9,47676,46560,751,0.0175774317597,0.012428554758,-0.355421846734,0.457541970589
jo.select,select,oos,3,blend,46236,45120,751,0.0423839545943,0.0397048196733,-0.389874796173,0.434893771806
jo.select,select,oos,3,h6,46236,45492,757,0.0372304335832,0.0323978883023,-0.383495415393,0.478834579839
jo.select,select,oos,3,h9,46236,45120,751,0.0339689131767,0.0292303417616,-0.416226729647,0.431564323423
jo.select,select,oos,4,blend,51192,50058,799,0.0425258420857,0.0418007204809,-0.385137081784,0.461053695658
jo.select,select,oos,4,h6,51192,50436,805,0.0381653773613,0.0382010022412,-0.375096006144,0.463725416132
jo.select,select,oos,4,h9,51192,50058,799,0.0318429937661,0.0251063936944,-0.331749231951,0.43990015361
jo.select,select,oos,5,blend,46140,45060,751,0.0752586684635,0.065420690923,-0.264370371425,0.423343673638
jo.select,select,oos,5,h6,46140,45420,757,0.0581498111465,0.0551271898801,-0.376882467352,0.432848469734
jo.select,select,oos,5,h9,46140,45060,751,0.0657429297447,0.0664629063629,-0.327146429564,0.4386218394
jo.select,select,oos,6,blend,47675,46559,751,0.059295127132,0.0492922272326,-0.310061705075,0.51247497019
jo.select,select,oos,6,h6,47675,46931,757,0.051913472848,0.0375966356929,-0.373674800433,0.520132960641
jo.select,select,oos,6,h9,47675,46559,751,0.053447327067,0.0368411775075,-0.305885019264,0.536551585203
jo.select,select,oos,7,blend,47005,45871,751,0.0520804560887,0.043668584921,-0.427313134468,0.428705567359
jo.select,select,oos,7,h6,47005,46249,757,0.0446065127764,0.0407720782655,-0.381755684823,0.498995240613
jo.select,select,oos,7,h9,47005,45871,751,0.0278971689998,0.0161290322581,-0.378582760444,0.417080909572
jo.select,select,oos,8,blend,49596,48480,799,0.0455505417144,0.0470859360603,-0.28273073494,0.40843828832
jo.select,select,oos,8,h6,49596,48852,805,0.0322207851913,0.0285361008099,-0.280835811051,0.372235190082
jo.select,select,oos,8,h9,49596,48480,799,0.0385470259507,0.0336682531289,-0.364939774136,0.498027229786
jo.select,select,oos,9,blend,46909,45811,751,0.066728219431,0.0723589385764,-0.326408907104,0.45882866424
jo.select,select,oos,9,h6,46909,46177,757,0.040657376749,0.0376525337491,-0.399910097225,0.437578497903
jo.select,select,oos,9,h9,46909,45811,751,0.0705199496547,0.0826017979905,-0.272871496563,0.499900844846
jo.select,select,oos,10,blend,50654,49538,799,0.0396192443547,0.039429773347,-0.289521076828,0.400717840484
jo.select,select,oos,10,h6,50654,49910,805,0.0251071939711,0.0301594946684,-0.348140554328,0.483839313772
jo.select,select,oos,10,h9,50654,49538,799,0.0425609131104,0.0349273501045,-0.314295787062,0.416937372516
jo.select,select,oos,11,blend,46909,45811,751,0.0350432922412,0.0399349404317,-0.344705835711,0.37775926229
jo.select,select,oos,11,h6,46909,46177,757,0.0199789599658,0.0217877021132,-0.429659405831,0.438432961036
jo.select,select,oos,11,h9,46909,45811,751,0.0470999006437,0.0553146483342,-0.453675304072,0.343627710206
jo.select,select,oos,12,blend,46909,45811,751,0.0364393148691,0.0310243592795,-0.29617042701,0.510228370077
jo.select,select,oos,12,h6,46909,46177,757,0.0232169066153,0.0287149656267,-0.400846113168,0.53320994183
jo.select,select,oos,12,h9,46909,45811,751,0.0324034021974,0.0196192490746,-0.289529349551,0.485880486515
jo.select,select,oos,13,blend,47101,45967,751,0.030804450542,0.0367560561558,-0.424301735231,0.511538105547
jo.select,select,oos,13,h6,47101,46345,757,0.0230543585686,0.0238498149127,-0.486759475974,0.500687466949
jo.select,select,oos,13,h9,47101,45967,751,0.0227616590521,0.02326811211,-0.39164463247,0.436435748281
jo.select,select,oos,14,blend,52288,51136,799,0.0621756042111,0.0585790347858,-0.288694497922,0.470281785793
jo.select,select,oos,14,h6,52288,51520,805,0.0578082011455,0.0504578754579,-0.34184981685,0.545283882784
jo.select,select,oos,14,h9,52288,51136,799,0.0422134759214,0.0494047619048,-0.368131868132,0.415476190476
jo.select,select,oos,15,blend,49216,48064,751,0.0617322934013,0.0500160308316,-0.244921794747,0.490525641683
jo.select,select,oos,15,h6,49216,48448,757,0.031106091286,0.0218864468864,-0.281508276362,0.492954038928
jo.select,select,oos,15,h9,49216,48064,751,0.0692851304069,0.0654540459526,-0.34913003663,0.48343044223
jo.select,select,oos,16,blend,49216,48064,751,0.051174791481,0.0537217052527,-0.375505344597,0.520743395972
jo.select,select,oos,16,h6,49216,48448,757,0.0472084437277,0.0436355311355,-0.358745421245,0.486355311355
jo.select,select,oos,16,h9,49216,48064,751,0.0377243650712,0.0480311355311,-0.396703296703,0.384752747253
jo.select,select,oos,17,blend,47678,46562,751,0.0648934780536,0.0610430336821,-0.317714041215,0.402000051527
jo.select,select,oos,17,h6,47678,46934,757,0.0637626682218,0.066858049407,-0.282616907154,0.394978721261
jo.select,select,oos,17,h9,47678,46562,751,0.0297115086383,0.0316033340888,-0.310417768377,0.416413794873
jo.select,select,oos,18,blend,50654,49538,799,0.0322918875351,0.0252490272064,-0.482444651538,0.403919296871
jo.select,select,oos,18,h6,50654,49910,805,0.0276110738596,0.0299413260809,-0.532623202639,0.370300420538
jo.select,select,oos,18,h9,50654,49538,799,0.0260135108197,0.0205736445821,-0.410490796001,0.393719624285
jo.select,select,oos,19,blend,45763,44629,751,0.0412211789831,0.0392483488893,-0.331009485427,0.434375320101
jo.select,select,oos,19,h6,45763,45007,757,0.0372329752239,0.041203974284,-0.373465809468,0.514260666277
jo.select,select,oos,19,h9,45763,44629,751,0.0356769107547,0.0295149035652,-0.319988310929,0.441846873174
jo.select,select,oos,20,blend,52288,51136,799,0.0411638907879,0.0405440992962,-0.420374520683,0.496787937641
jo.select,select,oos,20,h6,52288,51520,805,0.0411708766009,0.0375457875458,-0.373626373626,0.421336996337
jo.select,select,oos,20,h9,52288,51136,799,0.0305112201372,0.0319139194139,-0.355586080586,0.415888278388
jo.select,select,oos,21,blend,47678,46562,751,-0.0173714437789,-0.0168383667971,-0.363442864549,0.424987405542
jo.select,select,oos,21,h6,47678,46934,757,-0.0126878054578,-0.00496084208406,-0.366623857369,0.374933897409
jo.select,select,oos,21,h9,47678,46562,751,-0.0161748861892,-0.0200700057918,-0.420261388532,0.386366497948
jo.select,select,oos,22,blend,42399,41265,655,-0.00260773287708,-0.00517357277954,-0.34280809999,0.375733714272
jo.select,select,oos,22,h6,42399,41643,661,0.00685957365719,0.00355222734255,-0.344566052227,0.375720046083
jo.select,select,oos,22,h9,42399,41265,655,-0.0070225929574,-0.00936059907834,-0.400441628264,0.386712749616
jo.select,select,oos,23,blend,48447,47313,751,0.037490318524,0.0450638625965,-0.424864060336,0.399606275842
jo.select,select,oos,23,h6,48447,47691,757,0.0234684313189,0.0274097542243,-0.463181643625,0.471390168971
jo.select,select,oos,23,h9,48447,47313,751,0.0375092006159,0.0486516975325,-0.43386738702,0.391848589931
jo.select,select,oos,24,blend,51471,50337,799,0.00487977703778,0.0135297367058,-0.412314709266,0.381864672564
jo.select,select,oos,24,h6,51471,50715,805,0.0209664300503,0.0213133640553,-0.36232718894,0.454397081413
jo.select,select,oos,24,h9,51471,50337,799,-0.0144705276518,-0.0158890168971,-0.46678187404,0.358678955453
jo.select,select,oos,25,blend,47678,46562,751,-0.0136286206843,-0.0170778705571,-0.414486699008,0.351272718364
jo.select,select,oos,25,h6,47678,46934,757,-0.00848066448262,-0.00979577447055,-0.521341693737,0.35252640992
jo.select,select,oos,25,h9,47678,46562,751,-0.0110503906471,-0.0137241570346,-0.411498073582,0.44881770794
jo.select,select,oos,26,blend,7688,6572,106,-0.107065739984,-0.119886887065,-0.393985569167,0.219612633488
jo.select,select,oos,26,h6,7688,6944,112,-0.0553885722308,-0.0683437838382,-0.362594747047,0.27093248722
jo.select,select,oos,26,h9,7688,6572,106,-0.103364275157,-0.117675936888,-0.378010853583,0.152375915993
jo.select2,select2,train,0,blend,80947,79849,1309,0.402045383237,0.438791565711,-0.24341548687,0.8009413518
jo.select2,select2,train,0,h6,80947,80215,1315,0.386916331713,0.435378106822,-0.2980433633,0.789899524061
jo.select2,select2,train,0,h9,80947,79849,1309,0.335824069544,0.356319407721,-0.208090957166,0.757694341618
jo.select2,select2,train,1,blend,80947,79849,1309,0.222465963123,0.240926580699,-0.241128563455,0.649328330267
jo.select2,select2,train,1,h6,80947,80215,1315,0.187549241091,0.202710385847,-0.310243156459,0.621834966257
jo.select2,select2,train,1,h9,80947,79849,1309,0.192732769605,0.196829677829,-0.309474073986,0.574703526009
jo.select2,select2,train,2,blend,82274,81158,1309,0.295241903246,0.313089467942,-0.30016999424,0.666297290328
jo.select2,select2,train,2,h6,82274,81530,1315,0.258062620302,0.272090856438,-0.279645438292,0.698521820151
jo.select2,select2,train,2,h9,82274,81158,1309,0.224890147372,0.23320994183,-0.215784039687,0.65097831835
jo.select2,select2,train,3,blend,88226,87110,1405,0.392378962363,0.429791208382,-0.177243880832,0.793214634645
jo.select2,select2,train,3,h6,88226,87482,1411,0.324444162226,0.344514114477,-0.233310669588,0.733977990985
jo.select2,select2,train,3,h9,88226,87110,1405,0.400463478765,0.440155120747,-0.20218579235,0.801767772154
jo.select2,select2,train,4,blend,89649,88515,1405,0.198515368252,0.198221337457,-0.244239079378,0.6224691873
jo.select2,select2,train,4,h6,89649,88893,1411,0.136837570299,0.13133640553,-0.280577956989,0.497263824885
jo.select2,select2,train,4,h9,89649,88515,1405,0.197342918915,0.198012672811,-0.190476190476,0.604694700461
jo.select2,select2,train,5,blend,85380,84300,1405,0.25799407657,0.264984578685,-0.233298135746,0.686739291743
jo.select2,select2,train,5,h6,85380,84660,1411,0.207735316665,0.210836343429,-0.217004723534,0.641678243957
jo.select2,select2,train,5,h9,85380,84300,1405,0.25695914182,0.265684912476,-0.241122534037,0.681355932203
jo.select2,select2,train,6,blend,88226,87110,1405,0.148920778883,0.166572224761,-0.343491844952,0.533994894385
jo.select2,select2,train,6,h6,88226,87482,1411,0.194219192216,0.205560172244,-0.351111782629,0.576691596787
jo.select2,select2,train,6,h9,88226,87110,1405,0.131010180005,0.145627156204,-0.407217143864,0.514190022916
jo.select2,select2,train,7,blend,89649,88515,1405,-0.157557481764,-0.170353212877,-0.567241568859,0.380515687731
jo.select2,select2,train,7,h6,89649,88893,1411,-0.0306812095223,-0.0342741935484,-0.418250768049,0.378984254992
jo.select2,select2,train,7,h9,89649,88515,1405,-0.206173946734,-0.227726574501,-0.618423579109,0.383208525346
jo.select2,select2,train,8,blend,88226,87110,1405,0.237308331488,0.250330543061,-0.308221162327,0.630963926143
jo.select2,select2,train,8,h6,88226,87482,1411,0.181015814798,0.191206466722,-0.354989801314,0.61013321246
jo.select2,select2,train,8,h9,88226,87110,1405,0.248428244754,0.268716476543,-0.237015398969,0.678628087935
jo.select2,select2,train,9,blend,86803,85705,1405,0.247415424995,0.257916099466,-0.335193168149,0.714261171075
jo.select2,select2,train,9,h6,86803,86071,1411,0.204811369158,0.200370174511,-0.298836594395,0.668164992068
jo.select2,select2,train,9,h9,86803,85705,1405,0.247508498317,0.257112638815,-0.329190904283,0.738709677419
jo.select2,select2,train,10,blend,88226,87110,1405,0.258069736017,0.268045133843,-0.264695514112,0.712344644227
jo.select2,select2,train,10,h6,88226,87482,1411,0.189949550783,0.196801813208,-0.34073682355,0.701325845865
jo.select2,select2,train,10,h9,88226,87110,1405,0.266838522936,0.277933066405,-0.227669915137,0.65823071693
jo.select2,select2,train,11,blend,89731,88633,1453,0.215315229742,0.220996960115,-0.243157478552,0.618893370824
jo.select2,select2,train,11,h6,89731,88999,1459,0.155066133696,0.157497389381,-0.238661908737,0.584836311376
jo.select2,select2,train,11,h9,89731,88633,1453,0.216503231138,0.224917026883,-0.293482875553,0.654762455566
jo.select2,select2,train,12,blend,89731,88633,1453,0.360008998336,0.387867891323,-0.312098376389,0.792817578366
jo.select2,select2,train,12,h6,89731,88999,1459,0.314498096934,0.335219460603,-0.283553675304,0.746324695928
jo.select2,select2,train,12,h9,89731,88633,1453,0.356069555394,0.38810153358,-0.353833950291,0.770914859863
jo.select2,select2,train,13,blend,89649,88515,1405,0.182342101426,0.199740753737,-0.379259441693,0.559951035023
jo.select2,select2,train,13,h6,89649,88893,1411,0.242282936299,0.255280337942,-0.372839861751,0.723982334869
jo.select2,select2,train,13,h9,89649,88515,1405,0.123170969472,0.135154271734,-0.381816436252,0.597371737561
jo.select2,select2,train,14,blend,91072,89920,1405,0.239162142816,0.252106421059,-0.301345086636,0.722914189313
jo.select2,select2,train,14,h6,91072,90304,1411,0.220048387162,0.232967032967,-0.27847985348,0.726327838828
jo.select2,select2,train,14,h9,91072,89920,1405,0.12953318227,0.132646520147,-0.399954212454,0.566758241758
jo.select2,select2,train,15,blend,91072,89920,1405,0.241068450547,0.259160035433,-0.345861910937,0.607876363457
jo.select2,select2,train,15,h6,91072,90304,1411,0.208288420472,0.215495925439,-0.366793731686,0.608308435859
jo.select2,select2,train,15,h9,91072,89920,1405,0.194981280697,0.206249074618,-0.391519371548,0.606102247188
jo.select2,select2,train,16,blend,91072,89920,1405,0.20815618226,0.212867774721,-0.222621638551,0.604430199605
jo.select2,select2,train,16,h6,91072,90304,1411,0.216863965234,0.216575091575,-0.293498168498,0.613141025641
jo.select2,select2,train,16,h9,91072,89920,1405,0.114172728221,0.115293040293,-0.303617216117,0.497802197802
jo.select2,select2,train,17,blend,88226,87110,1405,0.272585976468,0.282066135866,-0.310019146466,0.722281687626
jo.select2,select2,train,17,h6,88226,87482,1411,0.181004675986,0.192062652666,-0.333131877817,0.591951852132
jo.select2,select2,train,17,h9,88226,87110,1405,0.285642603198,0.291430585984,-0.238095238095,0.753821359321
jo.select2,select2,train,18,blend,88226,87110,1405,0.305176860249,0.322495343311,-0.302112979094,0.70791780196
jo.select2,select2,train,18,h6,88226,87482,1411,0.262469499469,0.284178187404,-0.278285613558,0.652892145753
jo.select2,select2,train,18,h9,88226,87110,1405,0.305907172202,0.328498400947,-0.241066706958,0.674699705371
jo.select2,select2,train,19,blend,89649,88515,1405,0.233582384218,0.246114333101,-0.385775836898,0.640366776542
jo.select2,select2,train,19,h6,89649,88893,1411,0.169072649212,0.173669872231,-0.458196311421,0.676972942287
jo.select2,select2,train,19,h9,89649,88515,1405,0.227775145779,0.247818834249,-0.354447698551,0.66281023551
jo.select2,select2,train,20,blend,91072,89920,1405,0.217309385718,0.224145431763,-0.256774238687,0.618923326097
jo.select2,select2,train,20,h6,91072,90304,1411,0.189457733268,0.193406593407,-0.284065934066,0.547115384615
jo.select2,select2,train,20,h9,91072,89920,1405,0.166561468139,0.166666666667,-0.375329105618,0.567863643165
jo.select2,select2,train,21,blend,91202,90086,1453,0.27828761019,0.296605049448,-0.235584493074,0.688207520145
jo.select2,select2,train,21,h6,91202,90458,1459,0.218168677882,0.223842260331,-0.299639898265,0.623026365491
jo.select2,select2,train,21,h9,91202,90086,1453,0.29111507681,0.313590692755,-0.201984336834,0.712321523004
jo.select2,select2,train,22,blend,92673,91539,1453,-0.10522516723,-0.111213798874,-0.480358154384,0.418426015145
jo.select2,select2,train,22,h6,92673,91917,1459,-0.0578260997737,-0.0589957757296,-0.477966589862,0.44383640553
jo.select2,select2,train,22,h9,92673,91539,1453,-0.162377580107,-0.169642857143,-0.545218894009,0.374327956989
jo.select2,select2,train,23,blend,83601,82467,1309,0.257826692223,0.271843496212,-0.166204588159,0.628904107825
jo.select2,select2,train,23,h6,83601,82845,1315,0.207989353904,0.213805683564,-0.269105222734,0.57824500768
jo.select2,select2,train,23,h9,83601,82467,1309,0.257015316858,0.278705837174,-0.242799539171,0.667722734255
jo.select2,select2,train,24,blend,83601,82467,1309,-0.00419165801848,0.000240044169856,-0.384373501532,0.383476153751
jo.select2,select2,train,24,h6,83601,82845,1315,0.175067925672,0.190291029226,-0.354715985421,0.674899490386
jo.select2,select2,train,24,h9,83601,82467,1309,-0.044175528637,-0.0378522394944,-0.398147037054,0.405904590722
jo.select2,select2,train,25,blend,82274,81158,1309,0.262464350394,0.283915329316,-0.279490279835,0.642170877015
jo.select2,select2,train,25,h6,82274,81530,1315,0.219192584383,0.226794258445,-0.30347294082,0.655729035715
jo.select2,select2,train,25,h9,82274,81158,1309,0.211388973289,0.233008486314,-0.374943339328,0.598471398959
jo.select2,select2,train,26,blend,82274,81158,1309,0.308800715089,0.336670320624,-0.288736385936,0.724287299337
jo.select2,select2,train,26,h6,82274,81530,1315,0.17022198453,0.180893013798,-0.329874839875,0.602158396932
jo.select2,select2,train,26,h9,82274,81158,1309,0.329333233221,0.361587469467,-0.179572410667,0.690564327264
jo.select2,select2,oos,0,blend,49837,48739,799,0.0555333985944,0.0695241621922,-0.361793563187,0.353778201081
jo.select2,select2,oos,0,h6,49837,49105,805,0.0516221658001,0.0619777895293,-0.373347435219,0.38418826018
jo.select2,select2,oos,0,h9,49837,48739,799,0.0509403279747,0.062718138551,-0.329825489159,0.381015335801
jo.select2,select2,oos,1,blend,46909,45811,751,0.0465800042621,0.0553807093368,-0.274615852626,0.419181234553
jo.select2,select2,oos,1,h6,46909,46177,757,0.0221566962779,0.0347708823729,-0.370497703929,0.381761242757
jo.select2,select2,oos,1,h9,46909,45811,751,0.0605295585345,0.0624809952592,-0.264064629005,0.432313083512
jo.select2,select2,oos,2,blend,47676,46560,751,0.0339886334132,0.0348088911305,-0.542653133186,0.424814540435
jo.select2,select2,oos,2,h6,47676,46932,757,0.0377107481121,0.0362368109592,-0.549444738234,0.47933821863
jo.select2,select2,oos,2,h9,47676,46560,751,0.0140348780371,0.0130190627282,-0.372214247941,0.403490216816
jo.select2,select2,oos,3,blend,46236,45120,751,0.0277598084881,0.0222490897812,-0.357054496469,0.414581959534
jo.select2,select2,oos,3,h6,46236,45492,757,0.039839063867,0.0425118088358,-0.326257293693,0.484745762712
jo.select2,select2,oos,3,h9,46236,45120,751,0.0103974942128,0.0166157265907,-0.357710475132,0.402222839678
jo.select2,select2,oos,4,blend,51192,50058,799,0.029445887538,0.0296932453533,-0.285590146592,0.404156173336
jo.select2,select2,oos,4,h6,51192,50436,805,0.0254729940784,0.0186094533001,-0.331893241167,0.420412480169
jo.select2,select2,oos,4,h9,51192,50058,799,0.0185876860111,0.0226094470046,-0.390697004608,0.429723502304
jo.select2,select2,oos,5,blend,46140,45060,751,0.0869055354683,0.0827578544675,-0.424805451573,0.484081213334
jo.select2,select2,oos,5,h6,46140,45420,757,0.0680989104929,0.0597943873298,-0.478744095582,0.581661572659
jo.select2,select2,oos,5,h9,46140,45060,751,0.0751899939656,0.0735759933315,-0.312642400667,0.484856904696
jo.select2,select2,oos,6,blend,47675,46559,751,0.034084576939,0.034069297461,-0.355789821205,0.358890722269
jo.select2,select2,oos,6,h6,47675,46931,757,0.038659823127,0.0403666490393,-0.421167938355,0.497116667926
jo.select2,select2,oos,6,h9,47675,46559,751,0.00804495764453,0.014580342978,-0.361537105588,0.379617738158
jo.select2,select2,oos,7,blend,47005,45871,751,-0.0721019500063,-0.0672926870001,-0.457150413263,0.385679338877
jo.select2,select2,oos,7,h6,47005,46249,757,-0.0591917532591,-0.0574299312533,-0.440772078265,0.362136435748
jo.select2,select2,oos,7,h9,47005,45871,751,-0.0573367660408,-0.0564780539397,-0.424431517715,0.416181914331
jo.select2,select2,oos,8,blend,49596,48480,799,0.0479238180501,0.0506490984238,-0.329261853276,0.433937791348
jo.select2,select2,oos,8,h6,49596,48852,805,0.0502897483797,0.0518477354821,-0.353876076688,0.420009569137
jo.select2,select2,oos,8,h9,49596,48480,799,0.0347715821747,0.027896637955,-0.290969713809,0.410440432122
jo.select2,select2,oos,9,blend,46909,45811,751,0.0444365555104,0.053992938512,-0.301043416189,0.417925053546
jo.select2,select2,oos,9,h6,46909,46177,757,0.0409201061553,0.0492332099418,-0.373241671074,0.368164992068
jo.select2,select2,oos,9,h9,46909,45811,751,0.0303267098084,0.0285563194077,-0.296879957694,0.395769434162
jo.select2,select2,oos,10,blend,50654,49538,799,0.0408985460122,0.0387642785784,-0.290537903121,0.358725360795
jo.select2,select2,oos,10,h6,50654,49910,805,0.0464864388237,0.0448495989761,-0.325144491119,0.407776280865
jo.select2,select2,oos,10,h9,50654,49538,799,0.0181207902469,0.0219334693158,-0.303568280829,0.383898667875
jo.select2,select2,oos,11,blend,46909,45811,751,0.0282942184102,0.0213415843567,-0.368038293854,0.428169052682
jo.select2,select2,oos,11,h6,46909,46177,757,0.0461286848251,0.0497236128849,-0.412125195426,0.530392592495
jo.select2,select2,oos,11,h9,46909,45811,751,-0.000561126948278,-0.00635543450997,-0.334625606182,0.43417751074
jo.select2,select2,oos,12,blend,46909,45811,751,0.033046299654,0.0139787080273,-0.323297235143,0.4609881271
jo.select2,select2,oos,12,h6,46909,46177,757,0.0313817030822,0.00719196192491,-0.390481226864,0.507139079852
jo.select2,select2,oos,12,h9,46909,45811,751,0.0270159793992,0.0107350608144,-0.292226335272,0.445742993125
jo.select2,select2,oos,13,blend,47101,45967,751,0.0358704681244,0.0324722563948,-0.31271409491,0.49307732018
jo.select2,select2,oos,13,h6,47101,46345,757,0.0227413652214,0.02326811211,-0.378212585933,0.512638815442
jo.select2,select2,oos,13,h9,47101,45967,751,0.02422631384,0.0242212703284,-0.405024129926,0.401967530315
jo.select2,select2,oos,14,blend,52288,51136,799,0.0350839918011,0.0334341736395,-0.348398623187,0.420702457499
jo.select2,select2,oos,14,h6,52288,51520,805,0.0533918952771,0.0511904761905,-0.447573260073,0.476327838828
jo.select2,select2,oos,14,h9,52288,51136,799,-0.0100273873349,-0.00952380952381,-0.39271978022,0.325503663004
jo.select2,select2,oos,15,blend,49216,48064,751,0.0564632076939,0.0629545225285,-0.340046715418,0.514804213554
jo.select2,select2,oos,15,h6,49216,48448,757,0.0476284144069,0.0521062271062,-0.344692590368,0.487637362637
jo.select2,select2,oos,15,h9,49216,48064,751,0.0433329612751,0.0412803078108,-0.298417932338,0.493280217296
jo.select2,select2,oos,16,blend,49216,48064,751,0.0338117788081,0.027493101049,-0.350519242979,0.360284437938
jo.select2,select2,oos,16,h6,49216,48448,757,0.0513098746256,0.0599358974359,-0.335531135531,0.415659340659
jo.select2,select2,oos,16,h9,49216,48064,751,0.0015316574238,0,-0.415842490842,0.38630952381
jo.select2,select2,oos,17,blend,47678,46562,751,0.0810088060312,0.0828611007222,-0.347187589343,0.503576465847
jo.select2,select2,oos,17,h6,47678,46934,757,0.0666163459227,0.0682942798558,-0.38833068923,0.456523381431
jo.select2,select2,oos,17,h9,47678,46562,751,0.0673862656752,0.066858049407,-0.313288509481,0.408375513082
jo.select2,select2,oos,18,blend,50654,49538,799,0.0308735974501,0.0394599292196,-0.509993577918,0.373827185638
jo.select2,select2,oos,18,h6,50654,49910,805,0.0302640302897,0.0342726196772,-0.511117826295,0.407166779985
jo.select2,select2,oos,18,h9,50654,49538,799,0.0251889047303,0.0275238598877,-0.456372289794,0.438090201707
jo.select2,select2,oos,19,blend,45763,44629,751,0.0357845338426,0.0496879886648,-0.410501858825,0.400277677357
jo.select2,select2,oos,19,h6,45763,45007,757,0.0373102569506,0.0420526608204,-0.39001724205,0.392629610817
jo.select2,select2,oos,19,h9,45763,44629,751,0.0234564520559,0.0310646132398,-0.389815418785,0.463851996621
jo.select2,select2,oos,20,blend,52288,51136,799,0.0458045651367,0.0479434801663,-0.36588689963,0.465521584915
jo.select2,select2,oos,20,h6,52288,51520,805,0.0472752025979,0.0502747252747,-0.374771062271,0.496749084249
jo.select2,select2,oos,20,h9,52288,51136,799,0.0268852714319,0.0232148171951,-0.343880214656,0.44835678067
jo.select2,select2,oos,21,blend,47678,46562,751,-0.0167543752737,-0.01360081605,-0.399803536473,0.342839512325
jo.select2,select2,oos,21,h6,47678,46934,757,-0.00992956807784,-0.0101483216237,-0.426506509531,0.381934476593
jo.select2,select2,oos,21,h9,47678,46562,751,-0.0222475897011,-0.0192138198484,-0.416887008637,0.390949610939
jo.select2,select2,oos,22,blend,42399,41265,655,-0.0235682113361,-0.018893516941,-0.41633153726,0.370609560363
jo.select2,select2,oos,22,h6,42399,41643,661,-0.0140952561055,-0.0222734254992,-0.459725422427,0.462269585253
jo.select2,select2,oos,22,h9,42399,41265,655,-0.0239498686695,-0.0255856374808,-0.358150921659,0.317348310292
jo.select2,select2,oos,23,blend,48447,47313,751,0.0148509578281,0.0224617938097,-0.464660896711,0.382881423095
jo.select2,select2,oos,23,h6,48447,47691,757,0.00831949678069,-4.80030721966e-05,-0.424347158218,0.390312980031
jo.select2,select2,oos,23,h9,48447,47313,751,0.0169930482301,0.0343221966206,-0.365687403994,0.387288786482
jo.select2,select2,oos,24,blend,51471,50337,799,0.0166050203229,0.017367195569,-0.326927002017,0.523151148707
jo.select2,select2,oos,24,h6,51471,50715,805,0.00671975398842,0.0118810455354,-0.420394400966,0.442081513639
jo.select2,select2,oos,24,h9,51471,50337,799,0.0145833364416,0.0103206605223,-0.360181953397,0.384302430492
jo.select2,select2,oos,25,blend,47678,46562,751,0.00955551366815,0.0102761721658,-0.389151270907,0.368710092734
jo.select2,select2,oos,25,h6,47678,46934,757,0.0167826494571,0.0149332661845,-0.429983505643,0.451501607244
jo.select2,select2,oos,25,h9,47678,46562,751,-0.00238141387866,-0.00334919795523,-0.328800584221,0.337009896502
jo.select2,select2,oos,26,blend,7688,6572,106,-0.0724873816178,-0.0776942581753,-0.410540234358,0.270276056708
jo.select2,select2,oos,26,h6,7688,6944,112,-0.0903769891481,-0.0870820134565,-0.379479690645,0.221595164727
jo.select2,select2,oos,26,h9,7688,6572,106,-0.00583033169366,-0.0129183349702,-0.237541235426,0.244843997885
